1.央视,#genre#
剧集_梦华录,http://tv.zimtv.cn/tv/player/api/huya.php?id=11336590
剧集_武林外传,https://live.ottiptv.cc/yy/1355344777
剧集_水浒传,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342384
剧集_水浒传,https://live.ottiptv.cc/yy/1382702247
剧集_津门飞鹰,https://live.ottiptv.cc/yy/1354143942
剧集_潜行者,https://live.ottiptv.cc/yy/1382749888
剧集_火蓝刀锋,https://live.ottiptv.cc/yy/1382737892
剧集_父母爱情,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602071
剧集_父母爱情,https://live.ottiptv.cc/yy/1382746276
剧集_父母爱情,https://live.ottiptv.cc/yy/1382851594
剧集_父母爱情,https://live.ottiptv.cc/yy/1354926650
剧集_特种兵之火凤凰,https://live.ottiptv.cc/yy/1508456184
剧集_狂飙1,https://live.ottiptv.cc/yy/1382626335
剧集_狂飙1,https://live.ottiptv.cc/yy/1354806550
剧集_狂飙2,https://live.ottiptv.cc/yy/1354936131
剧集_猎鹰1949,https://live.ottiptv.cc/yy/1352227153
剧集_白鹿原,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342416
剧集_知否知否应是绿肥红瘦,https://live.ottiptv.cc/yy/1354936134
剧集_知否知否应是绿肥红瘦,https://live.ottiptv.cc/yy/21881901
剧集_神医喜来乐,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601978
剧集_神探狄仁杰1,https://live.ottiptv.cc/yy/1382851575
剧集_神探狄仁杰1,https://live.ottiptv.cc/yy/1353753252
剧集_神探狄仁杰1,https://live.ottiptv.cc/yy/1354930934
剧集_神探狄仁杰2,https://live.ottiptv.cc/yy/1382736907
剧集_神探狄仁杰2,https://live.ottiptv.cc/yy/1382828767
剧集_神探狄仁杰3,https://live.ottiptv.cc/yy/1351755386
剧集_神雕侠侣,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352964
剧集_神雕侠侣,https://live.ottiptv.cc/yy/1354926637
剧集_神雕侠侣,https://live.ottiptv.cc/yy/1351762426
剧集_笑傲江湖,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355790
剧集_红楼梦,https://live.ottiptv.cc/yy/1382745084
剧集_苍狼特战队,https://live.ottiptv.cc/yy/1382736849
剧集_西游记,http://tv.zimtv.cn/tv/player/api/huya.php?id=23728660
剧集_西游记后传,https://live.ottiptv.cc/yy/1353392400
剧集_邻里一家亲,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342426
剧集_野蛮亲家,http://tv.zimtv.cn/tv/player/api/huya.php?id=23863796
剧集_铁梨花,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352912
剧集_铁齿铜牙纪晓岚,https://live.ottiptv.cc/yy/1354143978
剧集_铁齿铜牙纪晓岚,https://live.ottiptv.cc/yy/1382781415
剧集_铁齿铜牙纪晓岚,https://live.ottiptv.cc/yy/1352227227
剧集_长歌行,https://live.ottiptv.cc/yy/1382736802
剧集_闯关东,https://live.ottiptv.cc/yy/1383546866
剧集_陈情令,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465862
剧集_陈情令,https://live.ottiptv.cc/yy/1382745121
剧集_雍正王朝,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342439
剧集_雍正王朝,https://live.ottiptv.cc/yy/1356043620
剧集_雪中悍刀行,https://live.ottiptv.cc/yy/1382660835
剧集_雪豹,http://tv.zimtv.cn/tv/player/api/huya.php?id=29580970
剧集_风筝,https://live.ottiptv.cc/yy/1382828770
剧集_黄大妮,https://live.ottiptv.cc/yy/1354930904
5.电影,#genre#
电影_A计划,http://jsmov2.a.yximgs.com/bs3/video-hls/5240501212096709355_hlsb.m3u8
电影_Poison冰冰,https://live.ottiptv.cc/douyu/74374
电影_P哥影视,http://tv.zimtv.cn/tv/player/api/huya.php?id=27653235
电影_baby贝贝,https://live.ottiptv.cc/douyu/431460
电影_万合天宜,http://8.155.43.98:35455/douyu/9220456
电影_不挤影院,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352897
电影_丧 尸,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059578
电影_京城笑工坊,http://8.155.43.98:35455/douyu/10329324
电影_伊太刀刀,https://live.ottiptv.cc/douyu/747764
电影_八点档,http://tv.zimtv.cn/tv/player/api/huya.php?id=880261
电影_刘德华,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342424
电影_功 夫,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352941
电影_变形金刚,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059596
电影_变形金刚,https://live.ottiptv.cc/yy/1382736803
电影_古.惑.仔,https://live.ottiptv.cc/yy/1458015189
电影_古天乐,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602041
电影_周星驰,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342412
电影_周润发,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342387
电影_哈利波特,https://live.ottiptv.cc/yy/1382745105
电影_唐伯虎点秋香,https://live.ottiptv.cc/yy/1382736808
电影_喜 剧,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352877
电影_喜乐影院,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059580
电影_喜剧专场,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602044
电影_四叶草影视,http://8.155.43.98:35455/douyu/9446117
电影_国 产,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352973
电影_国产悬疑,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342395
电影_复仇者联盟全集,https://live.ottiptv.cc/yy/1354936167
电影_夏洛特烦恼,https://live.ottiptv.cc/yy/1354936201
电影_大笑影院,http://8.155.43.98:35455/douyu/10329300
电影_大鹅观影,http://tv.zimtv.cn/tv/player/api/huya.php?id=30292065
电影_妖猫传,https://live.ottiptv.cc/yy/1382736820
电影_嫣然影厅,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601977
电影_宇 宙,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342428
电影_小鬼头,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352963
电影_开心逛剧场,http://8.155.43.98:35455/douyu/10329310
电影_强  森,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059581
电影_影视点播,http://8.155.43.98:35455/douyu/434971
电影_徐  克,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352909
电影_徐  峥,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602043
电影_快意江湖,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342435
电影_怡宝妹妹,https://live.ottiptv.cc/douyu/434971
电影_怪 兽,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059577
电影_怪兽系列,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059554
电影_成  龙,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342386
电影_战 争,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059574
电影_战 争,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059592
电影_搞笑喜剧,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342423
电影_搞笑恐怖,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601960
电影_救 援,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059594
电影_斯坦森,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059588
电影_机械战警,https://live.ottiptv.cc/yy/1382736854
电影_李连杰,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342390
电影_枪 战,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059579
电影_梁家辉,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342429
电影_棒棒糖观影,https://live.ottiptv.cc/yy/1382745095
电影_欢笑影院,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352894
电影_止戈电影,http://tv.zimtv.cn/tv/player/api/huya.php?id=19863777
电影_武 侠,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342427
电影_沈  腾,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601968
电影_洪金宝,http://tv.zimtv.cn/tv/player/api/huya.php?id=11279251
电影_海 盗,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059595
电影_港剧慢品,http://tv.zimtv.cn/tv/player/api/huya.php?id=23865142
电影_漫 威,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602034
电影_灾 难,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602075
电影_热 血,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352934
电影_爱星影视,http://8.155.43.98:35455/douyu/9476806
电影_特辑影院,http://8.155.43.98:35455/douyu/3637778
电影_犯-罪,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352974
电影_狄仁杰系列,http://tv.zimtv.cn/tv/player/api/huya.php?id=30080229
电影_猪妖传,https://live.ottiptv.cc/yy/1354936155
电影_玄 幻,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342414
电影_王  晶,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602058
电影_珍珠港,https://live.ottiptv.cc/yy/1354936234
电影_甄子丹,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352935
电影_盗 墓,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059552
电影_碟中谍,https://live.ottiptv.cc/yy/1382736836
电影_神雕之痴心情长剑,http://jsmov2.a.yximgs.com/bs3/video-hls/5188428323796620673_hlsb.m3u8
电影_科幻梦工场,http://tv.zimtv.cn/tv/player/api/huya.php?id=15152155
电影_经典影院,http://8.155.43.98:35455/douyu/2793084
电影_经典港片,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352965
电影_经典电影,https://live.ottiptv.cc/yy/1355480591
电影_网神影厅,https://live.ottiptv.cc/douyu/508118
电影_罪 犯,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352962
电影_苹果Zei妖,https://live.ottiptv.cc/douyu/2793084
电影_蘑菇影厅,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601981
电影_蜘蛛侠,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059599
电影_警 匪,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352886
电影_许冠英,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601972
电影_许氏三杰,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602033
电影_谍 战,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059587
电影_谍 战,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059585
电影_贺 岁,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601986
电影_贺 岁,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601971
电影_赛 车,http://tv.zimtv.cn/tv/player/api/huya.php?id=11279247
电影_速度与激q,https://live.ottiptv.cc/yy/1382736911
电影_速度与激q,https://live.ottiptv.cc/yy/1382749892
电影_邱淑贞,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352949
电影_降魔传,https://live.ottiptv.cc/yy/1354932371
电影_高分动作,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352884
电影_高清影视,http://8.155.43.98:35455/douyu/9336286
电影_高清连播,http://8.155.43.98:35455/douyu/9388938
电影_高能反转,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352887
电影_鬼吹灯之云南虫谷,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352898
电影_鬼吹灯之精绝古城,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352871
电影_鬼吹灯之龙岭迷窟,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465863
电影_鹿鼎记,https://live.ottiptv.cc/yy/28265277
电影_鹿鼎记,https://live.ottiptv.cc/yy/1354658049
电影_鹿鼎记,https://live.ottiptv.cc/yy/1382704650
电影_鹿鼎记,https://live.ottiptv.cc/yy/1356043609
电影_黄  渤,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352876
电影_黄飞鸿之铁鸡斗蜈蚣,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634242822045870_hlsb.m3u8
电影_黑-帮,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342419
电影_黑-帮,http://tv.zimtv.cn/tv/player/api/huya.php?id=11336719
电影_龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8
